#Jahr	Monat	Tag	Stunde	T_Mid	p_Mid	cor_p_Mid	Ns	I_Mid	L_Mid	v_Mid	R_Mid	N	NNO	NO	ONO	O	OSO	SO	SSO	S	SSW	SW	WSW	W	WNW	NW	NNW	
2023     02      08     01  0.4    1008.7    1036.7    0.0    0.0    48.3    1.2    122.4    1   4   16  71  360 204 32  8   2   2   12  5   4   0   0   0   
2023     02      08     02  -0.1    1008.5    1036.5    0.0    0.0    52.3    1.4    102.9    1   1   25  309 337 48  0   0   0   0   0   0   0   0   0   0   
2023     02      08     03  -0.4    1008.3    1036.3    0.0    0.0    49.7    1.0    99.2    2   3   67  338 260 45  3   2   0   0   0   0   0   1   0   0   
2023     02      08     04  -0.3    1008.1    1036.1    0.0    0.0    46.2    1.0    114.2    1   7   26  94  394 185 13  0   0   0   0   0   0   0   1   0   
2023     02      08     05  -1.2    1008.2    1036.2    0.0    0.0    56.1    0.3    182.8    1   13  49  112 99  75  15  27  9   0   100 127 20  73  0   0   
2023     02      08     06  -1.2    1008.3    1036.3    0.0    0.0    55.6    0.6    149.1    0   51  24  120 118 137 77  1   0   7   121 51  13  1   0   0   
2023     02      08     07  -0.4    1008.3    1036.3    0.0    0.0    43.4    0.7    109.0    0   42  31  145 332 156 14  1   0   0   0   0   0   0   0   0   
2023     02      08     08  0.0    1008.2    1036.2    0.0    0.0    47.0    0.6    101.5    0   8   64  269 324 47  6   3   0   0   0   0   0   0   0   0   
2023     02      08     09  1.3    1008.0    1036.0    0.0    0.0    50.1    1.0    96.5    0   3   103 364 202 40  4   4   0   0   0   1   0   0   0   0   
2023     02      08     10  2.5    1007.8    1035.8    0.0    0.0    43.3    1.5    86.2    1   29  245 306 101 33  2   1   0   0   0   0   0   1   1   0   
2023     02      08     11  3.9    1007.8    1035.8    0.0    0.0    37.0    1.7    83.6    1   74  198 334 93  16  4   0   0   0   0   0   0   1   0   0   
2023     02      08     12  4.6    1007.5    1035.5    0.0    0.0    39.5    2.5    74.5    1   129 316 226 40  7   0   0   1   0   0   0   0   1   0   0   
2023     02      08     13  4.6    1006.8    1034.8    0.0    0.0    44.4    2.5    77.0    4   139 230 258 78  6   3   0   1   0   0   0   0   1   1   0   
2023     02      08     14  5.3    1006.1    1034.1    0.0    0.0    41.9    2.6    77.3    5   144 273 221 51  15  4   0   1   0   0   2   0   2   2   0   
2023     02      08     15  5.8    1005.5    1033.5    0.0    0.0    39.4    3.4    81.0    0   88  217 320 81  14  1   0   0   0   0   0   0   0   0   0   
2023     02      08     16  5.7    1005.0    1032.9    0.0    0.0    38.7    4.0    92.7    0   6   142 365 177 26  3   2   0   0   0   0   0   0   0   0   
2023     02      08     17  4.8    1004.7    1032.6    0.0    0.0    39.9    2.9    95.9    1   3   75  399 218 23  2   0   0   0   0   0   0   0   0   0   
2023     02      08     18  3.7    1004.5    1032.4    0.0    0.0    43.4    2.3    109.8    0   2   4   143 503 65  3   1   0   0   0   0   0   0   0   0   
2023     02      08     19  2.9    1004.2    1032.1    0.0    0.0    44.2    1.3    121.4    1   4   4   133 281 226 53  4   4   7   1   0   1   0   1   0   
2023     02      08     20  2.9    1003.9    1031.8    0.0    0.0    35.2    1.4    124.3    9   6   4   89  242 294 58  8   2   2   1   1   0   2   3   0   
2023     02      08     21  2.4    1003.8    1031.7    0.0    0.0    35.3    0.6    148.7    17  34  62  121 118 103 52  17  35  38  56  29  19  13  7   0   
2023     02      08     22  1.7    1003.7    1031.6    0.0    0.0    37.3    0.5    180.4    7   34  23  165 23  26  8   27  71  120 104 62  34  13  4   0   
2023     02      08     23  1.4    1003.6    1031.5    0.0    0.0    39.8    1.0    226.1    9   13  13  20  6   7   11  15  52  291 168 49  21  22  23  0   
2023     02      09     00  0.0    1003.6    1031.5    0.0    0.0    44.4    0.4    239.5    1   2   1   0   0   0   0   17  108 232 194 73  49  42  2   0   
2023     02      09     01  -0.5    1003.3    1031.2    0.0    0.0    47.2    0.4    217.9    3   3   2   64  21  35  13  5   63  170 222 70  34  14  2   0   
2023     02      09     02  -0.2    1003.1    1031.0    0.0    0.0    49.5    0.6    198.7    22  56  45  32  20  25  12  11  52  180 133 53  17  41  21  0   
2023     02      09     03  -0.2    1003.1    1031.0    0.0    0.0    50.7    0.9    196.8    23  44  32  49  49  32  8   18  49  143 126 47  36  45  20  0   
2023     02      09     04  -0.3    1003.1    1031.0    0.0    0.0    52.0    1.3    191.2    22  51  36  52  38  24  19  16  64  195 129 21  9   19  26  0   
2023     02      09     05  -0.3    1002.4    1030.3    0.0    0.0    53.1    1.5    195.9    20  47  24  36  49  19  16  4   76  219 130 21  19  24  17  0   
2023     02      09     06  0.1    1002.1    1030.0    0.0    0.0    50.9    2.3    216.3    23  37  13  18  14  11  7   2   53  297 153 32  11  32  18  0   
2023     02      09     07  -0.0    1002.2    1030.1    0.0    0.0    51.6    2.0    196.1    23  57  37  39  30  12  11  10  73  220 119 27  13  20  29  0   
2023     02      09     08  0.3    1002.6    1030.5    0.0    0.0    50.6    1.3    193.6    21  44  30  44  38  36  20  16  62  186 128 34  16  26  20  0   
2023     02      09     09  1.4    1003.0    1030.9    0.0    0.0    47.8    1.8    208.0    19  17  14  31  45  21  15  23  83  260 96  40  18  22  17  0   
2023     02      09     10  2.2    1003.6    1031.5    0.0    0.0    46.7    1.8    203.5    29  40  16  28  29  21  22  8   108 261 72  29  15  29  14  0   
2023     02      09     11  3.3    1003.6    1031.5    0.0    0.0    45.4    1.6    197.3    28  40  31  44  46  24  13  8   56  214 97  45  30  27  17  0   
2023     02      09     12  4.2    1003.3    1031.2    0.0    0.0    43.6    2.0    199.7    25  27  21  44  35  26  14  10  95  239 100 30  16  27  12  0   
2023     02      09     13  4.9    1003.1    1031.0    0.0    0.0    41.7    2.5    189.3    33  42  42  68  28  15  12  13  139 193 43  20  21  32  20  0   
2023     02      09     14  5.4    1003.1    1031.0    0.0    0.0    42.1    2.4    200.1    29  29  16  40  21  20  10  7   112 311 67  10  13  20  16  0   
2023     02      09     15  5.1    1003.3    1031.2    0.0    0.0    44.6    2.5    208.2    28  34  12  13  18  20  11  11  126 317 71  16  7   21  16  0   
2023     02      09     16  4.6    1003.6    1031.5    0.0    0.0    48.0    1.7    190.5    33  58  22  35  38  32  29  25  137 151 39  28  25  38  30  0   
2023     02      09     17  3.7    1004.2    1032.1    0.0    0.0    51.2    1.6    199.4    43  49  19  19  19  20  10  23  162 215 38  22  15  40  27  0   
2023     02      09     18  2.9    1005.1    1033.0    0.0    0.0    57.9    1.4    209.0    25  41  19  15  18  23  13  16  95  251 59  43  37  41  25  0   
2023     02      09     19  3.1    1005.4    1033.4    0.0    0.0    62.1    1.7    215.8    28  24  8   4   2   4   10  17  152 356 60  13  13  15  15  0   
2023     02      09     20  3.2    1005.9    1033.9    0.0    0.0    64.5    2.0    211.1    25  23  9   6   9   16  7   17  167 335 52  20  8   15  12  0   
2023     02      09     21  3.2    1006.2    1034.2    0.0    0.0    69.0    2.5    205.2    26  22  17  25  12  15  6   15  151 314 56  10  14  24  13  0   
2023     02      09     22  3.0    1006.5    1034.5    0.0    0.0    68.0    2.2    204.8    31  36  20  18  22  11  16  8   128 293 53  24  18  26  17  0   
2023     02      09     23  2.8    1006.7    1034.7    0.0    0.0    68.1    2.3    201.4    30  31  15  30  18  17  10  21  165 268 30  16  19  30  21  0   
2023     02      10     00  2.7    1007.0    1035.0    0.0    0.0    69.9    2.2    203.5    38  35  12  14  16  17  10  13  134 328 47  10  14  23  9   0   
2023     02      10     01  2.9    1007.2    1035.2    0.0    0.0    71.2    1.4    196.3    32  35  14  36  35  33  33  21  116 225 66  21  14  30  10  0   
2023     02      10     02  2.9    1007.4    1035.4    0.0    0.0    72.0    1.3    215.7    20  16  7   13  22  16  11  14  84  317 124 31  22  17  7   0   
2023     02      10     03  2.7    1007.6    1035.6    0.0    0.0    72.7    1.6    211.5    22  17  8   18  16  13  14  19  112 354 68  17  9   23  11  0   
2023     02      10     04  2.5    1007.7    1035.7    0.0    0.0    73.9    1.6    207.8    24  23  12  16  15  15  12  21  106 321 84  20  17  28  6   0   
2023     02      10     05  2.4    1007.6    1035.6    0.0    0.0    75.2    1.8    209.6    17  28  24  19  15  12  8   10  98  312 105 29  12  15  17  0   
2023     02      10     06  2.3    1007.9    1035.9    0.0    0.0    76.5    2.1    215.5    17  11  12  11  6   16  14  8   102 406 72  11  11  11  13  0   
2023     02      10     07  2.3    1008.1    1036.1    0.0    0.0    77.6    2.4    210.8    23  25  8   10  10  8   17  17  138 352 64  14  13  14  8   0   
2023     02      10     08  2.5    1008.4    1036.4    0.0    0.0    79.4    1.7    188.9    34  35  28  45  44  45  21  22  107 199 59  22  23  21  16  0   
2023     02      10     09  3.4    1008.5    1036.5    0.0    0.0    77.7    2.3    211.3    16  24  11  22  20  15  10  16  120 310 95  11  12  29  9   0   
2023     02      10     10  4.3    1008.5    1036.5    0.0    0.0    72.9    2.2    187.0    21  63  23  53  39  22  14  14  103 240 48  27  16  29  9   0   
2023     02      10     11  5.4    1008.9    1037.0    0.0    0.0    67.4    2.5    195.5    30  42  27  39  26  16  9   5   108 290 64  17  12  24  12  0   
2023     02      10     12  6.7    1008.7    1036.7    0.0    0.0    61.2    2.4    200.9    28  31  23  28  37  29  12  14  105 264 71  19  18  31  11  0   
2023     02      10     13  7.2    1008.3    1036.3    0.0    0.0    57.8    2.4    196.4    37  42  21  35  36  29  20  20  115 213 52  17  25  34  24  0   
2023     02      10     14  7.3    1007.7    1035.7    0.0    0.0    58.2    2.6    188.6    42  58  26  36  35  26  9   14  119 231 44  21  16  26  18  0   
2023     02      10     15  7.5    1007.5    1035.5    0.0    0.0    57.6    2.6    190.6    30  28  35  42  42  32  21  18  144 203 34  18  22  35  17  0   
2023     02      10     16  7.3    1007.4    1035.4    0.0    0.0    61.1    2.4    198.8    34  44  29  20  29  15  27  12  104 268 59  20  12  29  19  0   
2023     02      10     17  6.8    1007.4    1035.4    0.0    0.0    66.8    2.6    197.6    34  34  26  21  29  30  13  16  156 232 45  16  15  36  18  0   
2023     02      10     18  5.8    1007.6    1035.6    0.0    0.0    74.1    3.0    198.2    31  45  21  28  23  23  9   6   133 284 41  12  15  32  17  0   
2023     02      10     19  5.7    1007.6    1035.6    0.0    0.0    74.0    3.6    210.0    26  27  12  13  15  14  5   13  101 391 50  14  9   19  12  0   
2023     02      10     20  5.7    1007.1    1035.1    0.0    0.0    74.0    3.8    202.5    27  43  14  17  23  14  9   7   112 331 61  4   19  25  15  0   
2023     02      10     21  5.7    1007.0    1035.0    0.0    0.0    72.5    4.4    205.8    24  42  13  7   20  11  15  4   144 329 50  5   12  23  22  0   
2023     02      10     22  5.6    1006.9    1034.9    0.0    0.0    71.4    4.9    209.6    22  32  15  14  10  10  15  9   107 384 37  14  12  30  10  0   
2023     02      10     23  5.7    1006.8    1034.8    0.0    0.0    70.9    4.5    206.4    27  30  7   14  17  15  8   6   142 349 50  12  10  20  13  0   
2023     02      11     00  5.4    1006.7    1034.7    0.0    0.0    72.5    4.0    195.9    25  45  26  38  27  17  15  12  125 276 40  13  15  30  17  0   
2023     02      11     01  5.0    1006.3    1034.3    0.0    0.0    74.7    4.6    210.2    21  29  6   4   7   14  8   13  178 342 35  12  9   35  7   0   
2023     02      11     02  4.7    1006.1    1034.1    0.0    0.0    75.9    4.2    206.8    25  23  15  17  15  18  14  13  159 322 35  7   20  26  12  0   
2023     02      11     03  4.6    1006.2    1034.2    0.0    0.0    76.8    4.2    210.0    23  32  13  8   13  9   17  9   137 354 42  10  10  29  15  0   
2023     02      11     04  4.6    1006.0    1034.0    0.0    0.0    78.6    3.6    206.8    30  30  14  18  17  12  12  12  117 330 61  10  16  30  12  0   
2023     02      11     05  4.6    1005.8    1033.8    0.0    0.0    81.1    3.5    203.8    21  32  12  17  20  21  16  9   107 352 63  14  8   20  9   0   
2023     02      11     06  4.5    1005.5    1033.5    0.0    0.0    85.3    4.0    207.5    26  27  15  13  16  21  9   18  117 363 41  7   11  24  12  0   
2023     02      11     07  4.6    1005.4    1033.4    0.0    0.0    86.0    3.5    202.1    23  34  25  16  13  17  17  13  127 327 39  19  20  17  14  0   
2023     02      11     08  4.5    1005.8    1033.8    0.0    0.0    87.2    3.0    215.7    39  40  19  10  14  10  7   7   112 197 102 62  49  42  11  0   
2023     02      11     09  4.6    1006.4    1034.4    0.0    0.0    87.7    2.5    204.0    32  61  30  9   12  5   18  66  126 97  97  65  41  38  24  0   
2023     02      11     10  4.8    1006.8    1034.8    0.0    0.0    88.2    3.1    209.5    14  27  17  13  10  9   10  8   128 363 59  13  11  24  15  0   
2023     02      11     11  5.2    1007.1    1035.1    0.0    0.0    88.1    3.3    202.5    22  44  12  21  26  16  10  10  112 317 71  15  7   28  9   0   
2023     02      11     12  5.5    1007.2    1035.2    0.0    0.0    88.2    2.9    201.6    24  36  21  20  19  20  17  11  105 339 53  5   10  31  10  0   
2023     02      11     13  5.6    1007.1    1035.1    0.0    0.0    88.5    2.7    205.6    23  28  22  15  12  12  10  15  122 367 45  15  10  17  8   0   
2023     02      11     14  5.8    1007.1    1035.1    0.0    0.0    88.6    2.6    202.1    20  31  21  36  17  21  12  5   74  389 47  8   14  17  9   0   
2023     02      11     15  6.0    1007.0    1035.0    0.0    0.0    88.3    2.7    212.8    17  20  9   6   9   9   8   6   143 402 48  7   8   19  9   0   
2023     02      11     16  6.3    1007.2    1035.2    0.0    0.0    88.1    1.9    198.1    21  36  26  28  22  14  12  16  146 273 56  13  14  26  18  0   
2023     02      11     17  6.4    1007.3    1035.3    0.0    0.0    87.8    2.0    199.8    20  34  19  29  19  12  9   17  141 318 44  12  10  24  13  0   
2023     02      11     18  6.5    1007.8    1035.8    0.0    0.0    87.9    1.4    205.8    17  34  13  19  10  13  9   19  142 344 48  19  7   14  13  0   
2023     02      11     19  6.6    1008.3    1036.3    0.0    0.0    87.8    0.9    195.0    31  44  19  32  29  32  28  34  142 186 46  28  31  27  12  0   
2023     02      11     20  6.6    1008.6    1036.6    0.0    0.0    87.2    1.7    215.3    17  19  2   3   5   8   12  13  135 420 37  11  8   24  6   0   
2023     02      11     21  6.6    1008.8    1036.9    0.0    0.0    86.3    1.2    197.4    38  50  15  19  17  35  31  17  121 232 59  18  20  35  14  0   
2023     02      11     22  6.5    1009.1    1037.2    0.0    0.0    86.1    0.6    188.3    25  40  28  81  47  33  39  17  85  123 65  40  36  40  22  0   
2023     02      11     23  6.4    1009.2    1037.3    0.0    0.0    85.9    0.5    196.7    29  24  32  73  50  27  20  36  76  124 82  47  34  45  22  0   
2023     02      12     00  6.6    1009.4    1037.5    0.0    0.0    85.8    0.3    190.9    27  30  35  81  50  43  39  18  74  88  81  38  52  33  31  0   
2023     02      12     01  6.5    1009.4    1037.5    0.0    0.0    84.3    0.4    213.8    41  91  21  31  5   31  12  14  29  164 56  45  24  119 38  0   
2023     02      12     02  6.5    1009.3    1037.4    0.0    0.0    83.1    0.2    238.4    0   0   12  5   23  15  10  0   71  236 214 20  30  6   79  0   
2023     02      12     03  6.3    1009.1    1037.2    0.0    0.0    84.2    0.3    187.7    2   8   38  79  86  26  22  11  49  209 112 59  14  3   2   0   
2023     02      12     04  6.2    1009.0    1037.1    0.0    0.0    84.5    0.2    208.8    0   2   4   39  36  56  9   0   17  402 101 52  2   1   0   0   
2023     02      12     05  6.2    1009.1    1037.2    0.0    0.0    84.1    0.1    181.8    63  15  55  114 55  15  25  0   6   63  149 53  7   84  17  0   
2023     02      12     06  6.4    1009.2    1037.3    0.0    0.0    83.6    0.4    97.1    0   25  142 268 191 75  9   9   0   1   0   0   1   0   0   0   
2023     02      12     07  6.3    1009.5    1037.6    0.0    0.0    82.8    0.7    126.7    13  5   12  134 402 66  7   8   33  9   9   8   2   11  2   0   
2023     02      12     08  6.3    1009.8    1037.9    0.0    0.0    81.8    0.2    207.5    0   12  21  37  170 4   0   13  6   189 58  40  4   166 0   0   
2023     02      12     09  6.6    1010.0    1038.1    0.0    0.0    81.3    0.4    110.0    1   42  95  251 130 104 45  4   11  7   30  0   1   0   0   0   
2023     02      12     10  7.1    1010.1    1038.2    0.0    0.0    78.2    0.6    83.0    44  75  278 198 54  11  11  16  30  0   0   1   2   1   0   0   
2023     02      12     11  7.3    1010.3    1038.4    0.0    0.0    76.0    1.4    76.5    0   117 315 205 64  18  1   1   0   0   0   0   0   0   0   0   
2023     02      12     12  7.7    1010.0    1038.1    0.0    0.0    73.5    2.0    83.4    1   99  231 250 103 30  3   0   1   0   0   0   0   2   1   0   
2023     02      12     13  8.0    1009.4    1037.5    0.0    0.0    73.3    2.5    84.5    1   55  223 332 87  15  4   0   0   0   0   1   0   0   2   0   
2023     02      12     14  8.0    1008.8    1036.9    0.0    0.0    74.6    2.7    83.7    0   30  271 314 86  18  1   0   0   0   0   0   0   1   0   0   
2023     02      12     15  8.1    1008.6    1036.6    0.0    0.0    75.8    2.8    88.1    3   31  224 308 124 23  5   0   1   1   0   0   0   0   1   0   
2023     02      12     16  7.9    1008.5    1036.5    0.0    0.0    77.8    2.6    83.2    1   34  269 324 73  16  3   0   0   0   0   0   0   0   1   0   
2023     02      12     17  7.8    1008.4    1036.4    0.0    0.0    79.3    2.3    83.8    1   27  287 299 86  17  3   0   0   0   0   0   0   0   0   0   
2023     02      12     18  7.7    1008.4    1036.4    0.0    0.0    79.0    2.4    86.9    0   10  191 421 82  16  1   0   0   0   0   0   0   0   0   0   
2023     02      12     19  7.4    1008.3    1036.3    0.0    0.0    79.6    2.6    92.5    0   2   65  517 125 12  0   0   0   0   0   0   0   0   0   0   
2023     02      12     20  6.9    1008.1    1036.1    0.0    0.0    79.5    2.8    95.1    0   0   58  464 179 16  4   0   0   0   0   0   0   0   0   0   
2023     02      12     21  6.4    1008.0    1036.0    0.0    0.0    80.3    2.8    94.6    0   5   35  495 174 11  1   0   0   0   0   0   0   0   0   0   
2023     02      12     22  6.1    1008.0    1036.0    0.0    0.0    79.9    2.7    96.2    0   0   51  452 198 17  1   1   0   0   0   0   0   0   0   0   
2023     02      12     23  5.7    1007.9    1035.9    0.0    0.0    80.4    2.2    100.2    1   1   15  378 302 24  0   0   0   0   0   0   0   0   0   0   
2023     02      13     00  5.0    1007.9    1035.9    0.0    0.0    82.2    1.8    109.5    0   1   6   137 526 48  1   1   0   0   0   0   0   0   0   0   
2023     02      13     01  4.8    1007.5    1035.5    0.0    0.0    83.2    1.5    108.1    1   0   17  131 524 48  0   0   0   0   0   0   0   0   0   0   
2023     02      13     02  4.4    1007.3    1035.3    0.0    0.0    83.9    1.1    115.6    0   6   13  164 307 173 49  3   2   1   0   0   0   2   1   0   
2023     02      13     03  4.2    1007.2    1035.2    0.0    0.0    83.6    1.0    115.6    0   0   2   86  481 146 3   0   0   1   0   0   0   0   2   0   
2023     02      13     04  3.9    1007.2    1035.2    0.0    0.0    83.4    0.7    120.4    0   0   1   59  379 237 45  0   0   0   0   0   0   0   0   0   
2023     02      13     05  3.7    1007.3    1035.3    0.0    0.0    84.7    0.3    110.5    0   28  3   201 298 190 0   0   0   0   0   0   0   0   0   0   
2023     02      13     06  4.4    1007.2    1035.2    0.0    0.0    80.8    0.3    161.4    6   4   0   116 22  203 42  76  69  156 26  0   0   1   0   0   
2023     02      13     07  4.4    1007.1    1035.1    0.0    0.0    78.3    0.3    143.6    4   0   0   44  210 191 160 31  25  24  30  0   0   2   0   0   
2023     02      13     08  5.2    1007.0    1035.0    0.0    0.0    75.1    0.8    120.0    2   6   2   105 391 152 38  11  4   3   0   0   5   1   1   0   
2023     02      13     09  6.4    1007.4    1035.4    0.0    0.0    69.7    0.3    238.4    3   2   12  32  17  16  64  2   26  39  186 190 40  73  19  0   
2023     02      13     10  7.3    1007.6    1035.6    0.0    0.0    68.1    1.1    299.7    2   2   3   0   1   1   0   0   0   8   15  53  261 326 48  0   
2023     02      13     11  8.0    1007.8    1035.8    0.0    0.0    67.3    1.0    297.5    29  12  4   0   0   0   0   0   0   4   20  51  163 322 116 0   
2023     02      13     12  10.2    1007.4    1035.4    0.0    0.0    60.3    0.9    175.7    45  73  120 124 53  16  7   10  3   6   13  24  65  81  81  0   
2023     02      13     13  11.3    1006.9    1034.9    0.0    0.0    56.6    1.3    81.9    17  194 168 204 88  20  7   2   2   3   2   3   1   2   8   0   
2023     02      13     14  11.8    1006.4    1034.4    0.0    0.0    56.4    1.7    82.3    9   130 193 263 98  19  3   0   0   0   0   0   1   1   4   0   
2023     02      13     15  12.1    1006.1    1034.1    0.0    0.0    56.1    1.8    79.6    7   143 188 269 90  17  3   0   0   0   0   0   0   0   3   0   
2023     02      13     16  11.8    1005.8    1033.8    0.0    0.0    60.1    1.9    85.9    0   29  213 372 78  19  8   1   1   0   0   0   0   0   0   0   
2023     02      13     17  11.3    1005.8    1033.8    0.0    0.0    63.2    2.0    83.6    0   27  219 413 55  6   1   0   0   0   0   0   0   0   0   0   
2023     02      13     18  10.7    1006.0    1034.0    0.0    0.0    63.7    1.2    94.1    4   1   81  441 164 25  4   1   0   0   0   0   0   0   0   0   
2023     02      13     19  10.0    1006.1    1034.1    0.0    0.0    66.1    0.7    129.8    4   11  114 221 132 45  6   10  33  63  65  11  1   2   2   0   
2023     02      13     20  9.2    1006.0    1034.0    0.0    0.0    67.2    0.5    203.3    32  47  15  20  40  41  41  26  47  134 134 47  54  25  18  0   
2023     02      13     21  8.8    1006.1    1034.1    0.0    0.0    64.6    0.6    214.6    4   11  6   41  53  92  22  0   22  135 91  146 44  44  10  0   
2023     02      13     22  8.5    1006.0    1034.0    0.0    0.0    64.7    0.4    178.3    12  33  19  115 72  61  19  15  29  128 135 38  9   9   27  0   
2023     02      13     23  7.7    1005.9    1033.9    0.0    0.0    67.5    0.4    249.9    20  9   10  10  13  9   23  11  46  124 111 92  106 107 30  0   
2023     02      14     00  7.1    1006.0    1034.0    0.0    0.0    70.5    0.4    231.8    6   3   3   13  9   8   13  10  69  245 192 94  39  11  5   0   
2023     02      14     01  6.9    1005.9    1033.9    0.0    0.0    71.7    0.7    145.0    1   13  56  52  139 228 82  1   10  32  103 0   1   2   1   0   
2023     02      14     02  6.4    1005.6    1033.6    0.0    0.0    73.5    1.0    131.1    3   3   13  51  147 344 146 11  0   0   0   0   2   0   1   0   
2023     02      14     03  5.6    1005.5    1033.5    0.0    0.0    76.0    1.2    112.1    0   0   10  125 446 137 2   0   0   0   0   0   0   0   0   0   
2023     02      14     04  6.5    1005.3    1033.3    0.0    0.0    71.0    1.2    134.0    5   15  7   47  164 292 154 18  9   0   0   0   6   3   1   0   
2023     02      14     05  7.3    1005.3    1033.3    0.0    0.0    67.5    0.9    144.1    3   5   2   6   72  380 199 6   3   26  11  1   4   2   1   0   
2023     02      14     06  6.9    1004.9    1032.8    0.0    0.0    68.0    0.9    219.9    10  11  3   5   14  65  94  12  24  90  113 263 11  3   3   0   
2023     02      14     07  6.0    1005.0    1032.9    0.0    0.0    70.8    0.9    233.5    9   11  3   4   6   10  3   11  34  236 285 76  20  9   3   0   
2023     02      14     08  6.0    1005.1    1033.0    0.0    0.0    67.3    0.6    216.6    6   14  6   49  19  7   42  8   36  211 232 53  15  17  6   0   
2023     02      14     09  7.9    1005.1    1033.0    0.0    0.0    60.5    0.8    214.3    12  24  16  18  15  9   16  6   71  287 181 37  13  10  6   0   
2023     02      14     10  10.2    1005.0    1032.9    0.0    0.0    53.6    0.7    223.5    9   10  6   22  11  35  4   9   44  274 195 37  26  21  18  0   
2023     02      14     11  12.9    1004.6    1032.5    0.0    0.0    44.1    0.4    211.0    25  38  31  54  58  30  21  12  47  62  78  76  64  67  58  0   
2023     02      14     12  13.6    1004.1    1032.0    0.0    0.0    40.7    0.8    227.1    21  39  41  44  36  31  16  14  44  30  48  51  91  156 58  0   
2023     02      14     13  13.5    1003.4    1031.3    0.0    0.0    40.0    0.9    179.0    70  98  109 115 35  14  0   0   7   1   7   16  58  92  99  0   
2023     02      14     14  13.1    1002.6    1030.5    0.0    0.0    46.1    2.1    76.8    4   129 249 243 76  15  5   0   0   0   0   0   0   0   0   0   
2023     02      14     15  12.2    1002.3    1030.2    0.0    0.0    51.1    2.3    75.6    5   119 279 245 59  10  1   0   0   1   1   0   0   0   1   0   
2023     02      14     16  11.7    1002.1    1030.0    0.0    0.0    53.5    2.3    86.0    1   38  225 327 104 20  4   0   0   1   0   0   0   1   0   0   
2023     02      14     17  10.9    1002.1    1030.0    0.0    0.0    58.9    2.0    74.9    0   126 284 267 40  3   0   0   0   0   0   0   0   0   0   0   
2023     02      14     18  9.9    1002.3    1030.2    0.0    0.0    63.8    1.7    95.5    1   3   67  464 150 29  2   3   0   0   0   0   0   0   2   0   
2023     02      14     19  9.1    1002.1    1030.0    0.0    0.0    66.9    1.3    110.3    0   1   15  138 472 91  4   0   0   0   0   0   0   0   0   0   
2023     02      14     20  8.3    1001.6    1029.5    0.0    0.0    70.0    0.5    127.7    1   0   13  118 292 179 52  3   8   30  18  3   2   2   0   0   
2023     02      14     21  8.1    1001.2    1029.0    0.0    0.0    62.4    1.2    218.3    8   23  26  15  11  12  11  16  33  316 175 33  13  13  15  0   
2023     02      14     22  7.9    1001.0    1028.8    0.0    0.0    59.9    1.0    208.8    16  35  30  29  13  19  5   14  76  262 122 38  21  30  11  0   
2023     02      14     23  7.6    1000.7    1028.5    0.0    0.0    60.2    0.9    221.2    2   3   4   21  21  14  13  7   49  357 171 29  25  3   2   0   
2023     02      15     00  7.5    1000.5    1028.3    0.0    0.0    59.0    0.6    198.4    11  15  38  63  32  20  15  14  116 203 117 27  8   17  24  0   
2023     02      15     01  7.3    1000.1    1027.9    0.0    0.0    58.9    1.1    205.4    6   21  61  32  14  9   14  4   51  293 135 39  16  12  14  0   
2023     02      15     02  7.4    999.8    1027.6    0.0    0.0    56.4    0.9    194.9    9   25  13  48  69  56  46  5   42  176 141 35  39  11  6   0   
2023     02      15     03  7.6    999.3    1027.1    0.0    0.0    54.3    0.6    129.6    2   1   2   125 310 145 57  10  14  46  4   1   1   1   2   0   
2023     02      15     04  7.4    998.8    1026.6    0.0    0.0    54.2    0.7    130.0    5   4   11  98  348 142 17  4   20  35  27  1   1   7   1   0   
2023     02      15     05  7.5    998.5    1026.3    0.0    0.0    52.3    0.5    106.0    1   0   30  313 273 55  32  13  1   1   0   0   1   0   0   0   
2023     02      15     06  7.6    998.3    1026.1    0.0    0.0    51.9    1.0    124.1    1   4   31  105 218 261 71  8   1   8   12  0   1   0   0   0   
2023     02      15     07  7.3    998.3    1026.1    0.0    0.0    52.6    1.1    112.5    4   2   8   215 328 123 27  11  2   0   0   0   1   0   0   0   
2023     02      15     08  8.4    998.1    1025.9    0.0    0.0    45.9    1.2    111.4    0   1   5   93  551 69  2   0   0   0   0   0   0   0   0   0   
2023     02      15     09  10.5    997.8    1025.5    0.0    0.0    41.8    0.8    179.4    19  31  51  77  99  29  20  14  27  141 110 38  25  20  19  0   
2023     02      15     10  12.6    997.5    1025.2    0.0    0.0    38.7    0.8    197.4    14  38  54  61  29  14  4   12  44  190 138 60  28  14  21  0   
2023     02      15     11  14.1    997.5    1025.2    0.0    0.0    37.7    0.8    118.0    63  89  202 211 34  17  16  4   2   1   3   2   6   20  51  0   
2023     02      15     12  15.5    997.2    1024.9    0.0    0.0    34.5    1.1    156.3    55  80  54  91  66  45  15  17  83  78  37  17  22  37  24  0   
2023     02      15     13  15.6    996.6    1024.3    0.0    0.0    33.2    1.7    190.5    29  38  23  62  53  30  10  18  93  199 59  32  17  38  20  0   
2023     02      15     14  15.6    996.3    1024.0    0.0    0.0    34.6    1.6    191.9    44  44  46  39  44  36  18  19  79  170 57  28  28  44  24  0   
