,slope,offset
-10,0.3268020848517515,326.2105217167961
-5,0.30540788238681577,271.13668203301575
0,0.2844564654653219,215.02496123808137
5,0.26403881692995895,157.69681957029766
10,0.24414870020287352,99.57893545702814
15,0.22468402444782667,41.398444740377535
20,0.20541566092861158,-14.978849229482442
